sku_id,kategori,arsvolum,cv_target,pris,leveringstid_dager,lt_variabilitet,holdbarhet_dager,substitusjonsgrad,kampanjer_ar
S00999,kampanje,3090.06,0.706,114.63,12.6,0.258,109.3,0.5,19.52
S01000,kampanje,2675.22,0.915,112.87,5.63,0.31,45.9,0.547,12.39
S01001,ikke-mat,618.46,0.763,383.6,25.52,0.393,1458.3,0.206,2.57
S01002,reservedel,58.08,1.235,2988.71,54.35,0.292,1046.4,0.285,0.22
S01003,sesong,4091.16,0.454,70.84,20.59,0.218,213.8,0.398,6.86
S01004,kampanje,622.75,0.98,80.86,10.5,0.36,136.5,0.617,9.75
S01005,kampanje,943.22,0.745,107.46,7.05,0.249,160.1,0.399,12.99
S01006,ikke-mat,157.36,1.678,232.09,22.36,0.428,1281.7,0.477,3.21
S01007,frossen,1426.12,0.41,38.73,12.46,0.324,160.6,0.434,3.45
S01008,ferskvare,2877.91,0.251,78.63,1.72,0.121,3.6,0.494,4.19
S01009,daglig,5439.7,0.411,32.83,2.31,0.255,22.2,0.66,4.56
S01010,frossen,3184.12,0.415,43.35,13.28,0.398,388.0,0.368,2.89
S01011,daglig,5328.24,0.199,17.73,4.92,0.229,8.6,0.446,5.8
S01012,ikke-mat,672.21,1.423,121.22,23.16,0.478,1242.5,0.178,2.72
S01013,ikke-mat,483.46,0.963,412.23,15.28,0.453,1107.6,0.307,0.02
S01014,kampanje,2679.68,0.62,67.87,6.6,0.278,110.6,0.306,11.42
S01015,frossen,3685.17,0.328,88.03,14.97,0.337,201.5,0.384,4.58
S01016,reservedel,97.48,2.513,3136.58,17.18,0.338,1329.4,0.056,0.98
S01017,daglig,6487.6,0.232,23.93,5.97,0.285,8.7,0.663,4.74
S01018,frossen,2644.81,0.439,181.73,8.41,0.27,533.5,0.273,2.51
S01019,ferskvare,4458.59,0.485,73.21,2.39,0.12,4.6,0.611,5.33
S01020,ikke-mat,103.68,0.753,362.44,11.41,0.161,1569.8,0.302,1.31
S01021,sesong,1415.03,0.846,93.66,7.4,0.222,110.4,0.145,4.93
S01022,daglig,4296.76,0.213,27.18,3.91,0.184,10.0,0.416,2.21
S01023,sesong,821.59,0.516,132.31,16.45,0.151,68.2,0.178,3.39
S01024,kampanje,1918.47,0.576,100.26,8.93,0.346,142.6,0.503,19.1
S01025,premium,71.21,0.638,781.18,7.02,0.309,664.3,0.244,2.29
S01026,reservedel,82.42,1.814,1125.7,57.1,0.456,744.9,0.198,0.34
S01027,ikke-mat,982.02,1.082,327.63,26.41,0.423,1161.3,0.389,1.66
S01028,ikke-mat,213.74,1.595,104.92,10.95,0.244,607.5,0.257,0.77
S01029,reservedel,14.32,1.359,2156.42,33.91,0.369,3057.9,0.295,1.13
S01030,frossen,2742.98,0.241,194.8,21.26,0.35,394.1,0.272,3.79
S01031,sesong,456.07,0.569,107.48,7.51,0.342,136.9,0.391,4.62
S01032,premium,35.0,1.225,725.48,17.74,0.416,1274.5,0.199,2.23
S01033,frossen,710.49,0.391,134.04,9.85,0.282,170.0,0.312,2.51
S01034,frossen,3284.84,0.513,125.72,7.5,0.358,499.3,0.552,5.29
S01035,ferskvare,8976.37,0.587,86.16,1.63,0.23,5.8,0.61,5.48
S01036,reservedel,49.66,1.58,2076.96,54.27,0.552,3286.2,0.216,1.91
S01037,frossen,3823.52,0.226,126.68,8.89,0.314,265.5,0.233,4.59
S01038,sesong,5154.07,0.537,120.28,7.86,0.177,104.9,0.34,8.45
S01039,daglig,7975.81,0.327,49.87,5.91,0.178,10.4,0.454,5.58
S01040,frossen,1898.81,0.274,180.55,27.09,0.251,183.1,0.286,3.55
S01041,reservedel,8.02,1.015,1555.69,15.42,0.362,1902.3,0.195,1.1
S01042,premium,18.46,1.351,236.25,8.48,0.414,1063.7,0.152,1.47
S01043,sesong,3979.42,0.767,33.21,13.0,0.181,74.6,0.339,8.44
S01044,ikke-mat,379.02,1.54,332.56,23.8,0.236,939.6,0.148,0.96
S01045,frossen,3380.13,0.27,66.14,25.93,0.357,245.0,0.579,2.96
S01046,kampanje,1904.04,1.079,64.29,6.35,0.274,105.1,0.548,12.87
S01047,premium,124.86,1.089,551.13,18.62,0.374,705.2,0.324,0.02
S01048,ferskvare,2515.11,0.404,50.23,2.5,0.244,3.3,0.44,4.05
S01049,premium,114.54,1.558,1495.25,20.25,0.215,202.8,0.231,2.8
S01050,kampanje,2398.96,0.595,96.5,11.86,0.339,38.0,0.589,13.38
S01051,ferskvare,4519.21,0.425,39.72,2.94,0.171,3.2,0.569,4.25
S01052,sesong,1770.52,0.759,61.69,11.0,0.291,230.0,0.247,4.17
S01053,reservedel,170.06,2.452,1747.16,61.96,0.356,3144.4,0.017,0.6
S01054,frossen,2836.98,0.213,186.61,22.05,0.325,329.6,0.428,4.55
S01055,reservedel,7.05,2.173,956.65,68.61,0.213,1852.7,0.265,0.36
S01056,premium,168.45,0.902,885.11,19.8,0.401,774.0,0.392,1.93
S01057,ikke-mat,1297.11,1.187,61.89,5.22,0.397,537.7,0.319,2.78
S01058,premium,112.24,0.994,1294.64,19.02,0.24,1427.0,0.353,1.95
S01059,daglig,5961.12,0.395,25.16,5.97,0.282,18.2,0.689,5.14
S01060,ferskvare,3483.47,0.539,16.74,1.16,0.15,6.5,0.459,5.44
S01061,kampanje,1041.22,1.135,76.07,7.6,0.209,46.6,0.356,12.38
S01062,ferskvare,7447.42,0.358,19.91,1.53,0.161,7.0,0.457,1.45
S01063,ferskvare,2730.91,0.525,77.72,2.86,0.195,7.0,0.313,5.17
S01064,frossen,4810.64,0.567,113.9,23.54,0.239,361.4,0.343,4.38
S01065,ikke-mat,114.03,0.859,178.68,21.6,0.387,1447.3,0.151,3.27
S01066,ikke-mat,738.24,0.637,184.24,16.67,0.276,536.4,0.183,0.1
S01067,daglig,5675.76,0.396,36.33,3.7,0.232,19.5,0.453,3.34
S01068,daglig,11675.51,0.33,33.08,3.55,0.211,29.3,0.526,5.12
S01069,sesong,760.21,0.815,124.78,8.22,0.24,307.4,0.253,9.89
S01070,ferskvare,10456.64,0.424,50.59,1.87,0.227,1.9,0.527,4.09
S01071,premium,33.14,1.556,1595.47,9.28,0.408,1406.9,0.177,1.83
S01072,premium,228.2,1.215,349.83,16.22,0.276,931.8,0.108,2.09
S01073,daglig,4911.04,0.245,17.29,3.74,0.289,12.2,0.67,2.3
S01074,ferskvare,8158.99,0.333,48.86,1.74,0.117,3.1,0.44,3.61
S01075,sesong,5507.6,0.907,90.0,6.72,0.196,184.3,0.23,9.06
S01076,reservedel,127.7,1.883,1612.64,33.84,0.445,1085.1,0.049,0.61
S01077,kampanje,930.86,0.566,36.02,13.03,0.4,103.1,0.498,17.28
S01078,sesong,1470.61,0.664,42.98,11.41,0.347,289.9,0.494,8.22
S01079,premium,155.61,1.225,942.51,8.27,0.306,510.9,0.246,0.44
S01080,frossen,2985.75,0.298,83.45,17.48,0.233,523.1,0.379,3.41
S01081,daglig,10766.42,0.338,30.82,2.98,0.249,28.7,0.552,2.81
S01082,daglig,2657.17,0.152,47.2,5.93,0.299,25.0,0.465,7.87
S01083,reservedel,247.24,2.068,233.03,59.55,0.599,2991.0,0.235,0.78
S01084,kampanje,1524.27,1.065,79.72,13.09,0.223,75.8,0.444,16.2
S01085,daglig,3302.25,0.239,34.68,2.12,0.151,15.6,0.638,4.83
S01086,premium,273.53,1.186,1525.79,7.35,0.253,1082.3,0.333,2.48
S01087,sesong,1262.97,0.9,80.95,11.88,0.347,94.5,0.382,8.95
S01088,sesong,1439.89,0.807,91.07,18.65,0.331,326.1,0.126,8.3
S01089,reservedel,119.25,1.921,220.42,61.36,0.219,1638.6,0.278,1.9
S01090,reservedel,7.13,1.71,633.58,39.28,0.241,3276.5,0.168,0.81
S01091,sesong,1255.03,0.883,121.44,6.32,0.182,179.7,0.141,9.54
S01092,daglig,5938.92,0.178,49.4,3.47,0.149,20.1,0.405,4.79
S01093,frossen,1804.44,0.337,141.0,11.76,0.312,204.3,0.429,2.69
S01094,premium,80.8,1.476,739.07,16.98,0.179,1127.7,0.185,0.41
S01095,kampanje,4552.86,0.895,72.05,4.59,0.21,120.2,0.55,8.57
S01096,ikke-mat,310.09,1.335,312.67,25.71,0.297,1165.5,0.331,1.25
S01097,sesong,1766.99,0.868,56.03,15.08,0.265,181.9,0.433,7.89
S01098,daglig,4456.25,0.383,35.35,3.39,0.245,22.8,0.524,7.9
S01099,daglig,8917.32,0.171,23.97,3.79,0.226,18.8,0.705,3.58
S01100,ikke-mat,124.66,1.58,356.02,24.27,0.461,487.9,0.379,3.87
S01101,frossen,4491.41,0.6,63.82,14.05,0.234,299.0,0.368,3.96
S01102,frossen,4054.92,0.391,119.91,25.62,0.364,197.9,0.205,4.52
S01103,ferskvare,3033.26,0.324,70.6,2.34,0.185,6.2,0.614,4.34
S01104,premium,233.68,1.228,1040.26,11.35,0.363,961.4,0.247,0.38
S01105,ferskvare,3138.25,0.37,41.72,1.49,0.244,6.2,0.524,3.01
S01106,ikke-mat,139.16,1.233,440.34,6.38,0.162,1195.2,0.181,2.42
S01107,reservedel,42.5,1.649,2228.64,60.03,0.399,1324.0,0.176,0.91
S01108,premium,167.31,1.111,647.08,16.58,0.305,407.3,0.269,2.84
S01109,frossen,1556.94,0.484,81.63,18.4,0.305,201.3,0.339,5.77
S01110,ikke-mat,332.21,1.561,316.95,18.32,0.198,663.7,0.172,2.35
S01111,ferskvare,3599.01,0.259,35.53,1.31,0.246,2.4,0.381,4.1
S01112,reservedel,89.37,1.284,2171.54,15.82,0.208,961.5,0.109,1.95
S01113,ikke-mat,342.94,0.986,337.74,29.15,0.275,1823.6,0.355,2.99
S01114,frossen,2389.13,0.457,119.32,27.08,0.381,268.5,0.579,5.54
S01115,ferskvare,1565.79,0.306,20.77,1.22,0.247,2.3,0.576,4.18
S01116,frossen,2382.45,0.283,130.59,20.14,0.314,173.8,0.489,2.29
S01117,sesong,2309.23,0.575,134.96,7.81,0.337,329.8,0.244,5.14
S01118,frossen,2353.58,0.567,138.54,7.67,0.302,128.6,0.43,4.04
S01119,daglig,2804.05,0.229,37.07,4.56,0.292,18.4,0.767,4.13
S01120,daglig,7620.15,0.221,45.37,2.35,0.297,28.9,0.577,5.14
S01121,daglig,5357.31,0.352,44.93,4.1,0.13,28.1,0.446,5.78
S01122,frossen,1504.92,0.258,38.39,14.63,0.328,324.7,0.47,4.7
S01123,sesong,1056.29,0.763,114.92,13.91,0.199,307.3,0.13,7.43
S01124,sesong,881.15,0.777,84.3,16.49,0.16,229.3,0.158,7.78
S01125,ferskvare,2614.15,0.5,19.76,1.45,0.224,5.9,0.642,2.63
S01126,daglig,4428.37,0.382,16.85,4.9,0.119,28.0,0.655,4.96
S01127,sesong,781.8,0.623,124.53,13.66,0.256,119.5,0.376,5.74
S01128,ferskvare,2573.75,0.58,53.01,2.06,0.247,3.2,0.677,4.47
S01129,reservedel,754.04,0.988,1445.89,10.61,0.228,2464.3,0.217,0.34
S01130,ikke-mat,595.03,1.74,347.27,24.62,0.395,693.1,0.244,3.8
S01131,ferskvare,2715.74,0.589,32.36,1.64,0.197,1.1,0.528,5.04
S01132,ikke-mat,625.95,0.954,339.64,8.65,0.463,512.3,0.445,1.99
S01133,frossen,2428.89,0.28,110.52,24.84,0.36,163.4,0.469,5.43
S01134,ferskvare,2231.7,0.399,18.61,2.86,0.159,3.2,0.604,2.32
S01135,ferskvare,2056.26,0.509,87.43,2.99,0.239,6.2,0.412,5.83
S01136,premium,73.06,1.088,843.32,4.97,0.327,1076.7,0.221,1.22
S01137,frossen,2014.53,0.583,82.83,9.96,0.201,475.6,0.545,2.38
S01138,frossen,2203.09,0.379,65.64,22.45,0.212,337.4,0.353,3.86
S01139,sesong,1498.66,0.56,38.43,6.84,0.346,145.3,0.223,3.89
S01140,ferskvare,3885.57,0.573,74.23,2.23,0.222,3.4,0.644,4.99
S01141,ikke-mat,63.74,0.918,84.49,26.15,0.153,1431.0,0.495,1.93
S01142,daglig,1617.43,0.332,50.23,2.96,0.15,21.0,0.776,3.79
S01143,sesong,3922.86,0.538,40.01,14.44,0.155,115.0,0.349,7.62
S01144,ferskvare,3829.56,0.384,58.21,2.29,0.221,5.8,0.566,5.47
S01145,ferskvare,3499.98,0.585,81.88,1.64,0.103,4.6,0.475,4.75
S01146,premium,124.45,0.584,591.5,18.89,0.161,1122.9,0.188,1.36
S01147,daglig,4916.55,0.346,44.67,2.34,0.175,24.1,0.689,5.27
S01148,frossen,3393.1,0.243,54.5,20.81,0.339,456.5,0.272,4.07
S01149,kampanje,341.64,0.886,83.84,6.14,0.275,62.5,0.661,10.84
S01150,ikke-mat,111.07,0.642,67.98,9.79,0.363,390.8,0.215,0.23
S01151,sesong,2834.37,0.754,119.5,16.7,0.195,324.9,0.376,3.4
S01152,ferskvare,4848.3,0.519,38.32,1.76,0.194,1.3,0.687,1.87
S01153,sesong,1771.35,0.65,144.95,18.12,0.332,222.8,0.279,5.7
S01154,daglig,7053.55,0.423,34.81,3.82,0.203,25.3,0.49,6.26
S01155,reservedel,251.38,0.915,611.63,38.26,0.54,3547.8,0.178,0.42
S01156,ikke-mat,577.02,1.367,134.03,18.83,0.442,934.1,0.251,0.14
S01157,premium,313.57,0.896,453.28,4.9,0.179,1023.7,0.284,1.56
S01158,kampanje,2445.85,0.65,70.06,4.6,0.385,38.7,0.469,8.01
S01159,kampanje,1595.57,1.084,85.66,6.5,0.24,83.7,0.631,18.34
S01160,premium,229.98,0.889,579.99,5.21,0.344,622.7,0.168,2.6
S01161,sesong,1306.31,0.47,148.97,14.2,0.251,63.2,0.459,6.81
S01162,ikke-mat,201.87,1.387,368.68,22.32,0.472,694.2,0.181,2.85
S01163,reservedel,1084.29,2.105,1787.98,57.26,0.328,3236.8,0.032,1.27
S01164,frossen,2321.86,0.301,88.93,13.41,0.313,275.8,0.243,5.57
S01165,ferskvare,4863.66,0.458,18.06,1.19,0.246,5.0,0.313,4.97
S01166,sesong,1731.77,0.488,118.5,12.99,0.191,327.7,0.217,4.99
S01167,daglig,4386.21,0.362,55.16,2.92,0.257,20.2,0.523,2.21
S01168,kampanje,4580.43,0.707,83.17,9.49,0.201,179.2,0.626,13.84
S01169,kampanje,1631.39,1.034,33.43,8.46,0.267,98.9,0.48,9.72
S01170,ikke-mat,110.25,0.619,54.03,14.34,0.367,627.3,0.313,2.89
S01171,ikke-mat,910.32,1.004,306.97,7.77,0.398,1592.1,0.142,0.5
S01172,daglig,6277.67,0.154,59.3,4.39,0.222,29.1,0.733,6.89
S01173,ikke-mat,2038.51,0.95,188.68,14.24,0.199,884.7,0.279,1.24
S01174,kampanje,1958.06,0.793,68.09,11.21,0.342,60.4,0.315,11.65
S01175,ferskvare,4109.08,0.593,28.58,1.64,0.209,4.1,0.318,1.81
S01176,sesong,1147.5,0.502,112.56,17.68,0.203,281.1,0.168,4.99
S01177,premium,34.48,0.736,406.73,19.66,0.199,1305.5,0.295,1.73
S01178,kampanje,2421.01,1.022,31.05,13.99,0.388,164.5,0.549,14.27
S01179,kampanje,2894.41,0.875,82.38,10.59,0.266,100.7,0.555,13.14
S01180,frossen,3109.86,0.482,35.21,7.49,0.338,275.7,0.536,2.69
S01181,ikke-mat,297.07,1.483,438.69,27.09,0.319,1551.7,0.128,2.29
S01182,daglig,3837.91,0.269,58.01,2.88,0.121,19.1,0.763,3.87
S01183,ferskvare,3209.63,0.511,56.78,1.35,0.208,5.3,0.506,2.13
S01184,premium,146.44,1.553,1249.3,17.57,0.359,1241.7,0.149,1.49
S01185,ikke-mat,165.57,0.78,303.59,26.72,0.381,417.9,0.488,0.56
S01186,ikke-mat,55.73,1.77,358.41,28.41,0.432,1316.5,0.214,1.31
S01187,sesong,515.46,0.63,78.52,9.76,0.215,322.5,0.104,6.05
S01188,reservedel,35.03,1.822,1485.39,28.74,0.23,1377.7,0.027,0.25
S01189,ferskvare,2663.77,0.254,86.26,1.25,0.157,6.3,0.343,3.42
S01190,sesong,715.48,0.728,57.34,16.77,0.286,170.5,0.119,3.06
S01191,ferskvare,1964.4,0.298,53.89,2.84,0.101,1.3,0.467,4.38
S01192,premium,39.77,1.487,270.54,9.12,0.255,615.4,0.246,2.37
S01193,ferskvare,5319.73,0.301,57.05,1.75,0.181,1.6,0.681,5.53
S01194,kampanje,3458.48,1.13,34.67,9.04,0.264,163.1,0.376,10.64
S01195,ikke-mat,100.3,1.479,157.25,21.52,0.456,1255.0,0.185,0.2
S01196,ikke-mat,284.6,0.707,281.93,13.71,0.235,685.2,0.479,0.48
S01197,frossen,925.29,0.2,186.96,9.08,0.336,373.0,0.524,4.61
S01198,kampanje,2013.75,0.824,68.87,11.02,0.314,106.7,0.382,11.1
S01199,daglig,4576.32,0.275,10.14,4.26,0.241,19.9,0.677,2.0
S01200,kampanje,4993.47,1.004,100.29,11.18,0.333,136.1,0.596,16.69
S01201,premium,259.07,0.57,777.79,12.5,0.379,608.4,0.183,2.34
S01202,ikke-mat,741.9,1.031,210.43,12.49,0.151,708.8,0.235,1.25
S01203,frossen,3929.21,0.356,41.19,26.54,0.358,532.0,0.564,3.26
S01204,premium,58.4,0.837,1621.14,10.39,0.263,1350.0,0.351,2.9
S01205,daglig,2048.12,0.24,31.22,3.89,0.158,25.2,0.489,6.18
S01206,daglig,2016.9,0.331,27.71,2.75,0.127,24.1,0.588,2.28
S01207,premium,111.6,1.429,901.1,20.2,0.21,417.0,0.367,2.68
S01208,reservedel,12.2,1.114,1032.28,55.25,0.538,1738.6,0.018,1.33
S01209,ferskvare,4704.5,0.454,89.05,1.49,0.186,4.7,0.52,5.35
S01210,ikke-mat,135.76,1.209,99.21,22.58,0.196,403.8,0.295,2.29
S01211,frossen,6319.72,0.539,92.15,17.69,0.395,277.8,0.523,4.1
S01212,reservedel,24.02,1.887,760.35,10.18,0.294,1285.9,0.111,1.78
S01213,premium,99.23,1.111,212.18,6.4,0.429,953.3,0.379,0.93
S01214,ferskvare,2179.5,0.52,88.18,1.04,0.243,3.3,0.635,3.72
S01215,daglig,17452.2,0.399,23.2,3.97,0.212,24.1,0.589,6.08
S01216,frossen,8409.54,0.464,146.23,21.9,0.365,333.3,0.277,4.72
S01217,frossen,1167.33,0.517,106.79,17.46,0.397,195.8,0.208,2.45
S01218,daglig,2618.94,0.368,48.79,4.26,0.151,19.0,0.406,6.09
S01219,ferskvare,4013.83,0.536,72.26,1.62,0.195,4.6,0.357,1.97
S01220,frossen,1655.71,0.573,130.09,18.92,0.329,288.3,0.222,3.59
S01221,frossen,3991.87,0.571,60.22,17.63,0.317,184.5,0.28,5.13
S01222,reservedel,15.5,2.0,913.0,40.41,0.209,1100.7,0.155,0.62
S01223,frossen,4424.05,0.233,37.94,22.23,0.234,174.5,0.37,3.06
S01224,reservedel,145.05,1.726,427.73,57.08,0.37,2509.7,0.001,1.25
S01225,ikke-mat,3737.52,0.957,448.5,10.77,0.47,1705.2,0.268,1.22
S01226,kampanje,2342.5,1.193,81.88,9.45,0.207,157.2,0.334,8.56
S01227,reservedel,271.78,2.422,2545.05,21.86,0.349,3006.1,0.158,0.35
S01228,kampanje,1701.14,0.957,117.32,10.62,0.203,135.8,0.4,18.35
S01229,daglig,4103.97,0.29,22.76,2.94,0.215,24.6,0.734,4.39
S01230,ferskvare,5467.89,0.419,47.53,1.39,0.234,6.8,0.321,4.98
S01231,premium,126.23,1.199,405.83,4.25,0.448,994.6,0.176,1.35
S01232,ikke-mat,604.61,1.126,410.18,26.72,0.27,1381.2,0.364,3.08
S01233,sesong,3170.1,0.536,110.15,17.4,0.301,238.0,0.134,3.12
S01234,kampanje,3633.67,0.907,98.27,5.63,0.281,167.9,0.369,8.74
S01235,kampanje,6831.72,1.169,110.65,11.49,0.204,102.1,0.658,13.2
S01236,ikke-mat,194.45,1.383,93.78,17.73,0.393,460.4,0.238,2.87
S01237,sesong,3210.87,0.795,130.82,13.3,0.341,342.2,0.289,4.12
S01238,sesong,1527.33,0.572,139.57,14.39,0.229,229.7,0.313,9.47
S01239,sesong,672.91,0.466,130.0,19.71,0.229,82.3,0.422,8.9
S01240,sesong,4344.11,0.709,135.23,8.07,0.276,191.3,0.17,8.82
S01241,reservedel,12.13,1.867,1685.27,35.4,0.36,3116.6,0.203,1.55
S01242,kampanje,4574.48,0.72,28.69,11.77,0.283,106.4,0.488,13.17
S01243,kampanje,8055.33,1.182,33.89,9.74,0.213,151.2,0.547,13.14
S01244,ikke-mat,161.98,1.146,141.11,16.81,0.175,1675.9,0.392,3.04
S01245,kampanje,1785.66,0.831,31.86,7.73,0.387,172.4,0.607,10.45
S01246,premium,570.1,1.468,427.07,13.51,0.263,566.6,0.303,2.88
S01247,daglig,16363.96,0.282,55.38,4.31,0.199,22.7,0.495,2.38
S01248,premium,708.81,1.168,463.8,8.36,0.447,992.1,0.291,0.22
S01249,ikke-mat,276.53,1.257,173.76,22.45,0.442,1512.7,0.491,2.55
S01250,reservedel,107.12,1.746,2626.91,25.92,0.293,2843.8,0.133,1.63
S01251,frossen,4299.21,0.307,150.15,22.95,0.291,305.1,0.253,4.81
S01252,sesong,543.23,0.839,59.0,14.97,0.209,69.2,0.172,3.72
S01253,premium,65.72,0.822,1411.26,20.08,0.322,801.3,0.325,0.29
S01254,sesong,1130.37,0.699,138.04,18.03,0.32,272.9,0.312,8.8
S01255,ikke-mat,69.91,1.783,399.93,17.76,0.174,692.8,0.411,0.44
S01256,premium,263.32,1.165,1605.35,18.25,0.379,701.8,0.143,2.01
S01257,ikke-mat,413.6,1.777,270.12,21.14,0.387,1577.4,0.274,1.99
S01258,sesong,2246.37,0.757,68.45,13.12,0.303,65.4,0.326,4.21
S01259,ferskvare,2888.68,0.309,89.0,3.0,0.208,4.7,0.611,5.48
S01260,kampanje,2234.82,0.573,90.94,13.85,0.252,99.5,0.445,12.69
S01261,daglig,5037.96,0.432,49.48,2.11,0.264,24.8,0.607,4.98
S01262,ikke-mat,63.39,1.11,113.78,12.82,0.243,1359.3,0.172,2.58
S01263,frossen,4904.25,0.394,188.42,25.91,0.237,398.8,0.286,5.29
S01264,ferskvare,3770.37,0.353,33.68,1.86,0.22,5.8,0.313,2.51
S01265,sesong,2890.19,0.525,73.59,19.17,0.245,287.0,0.294,6.25
S01266,ferskvare,1258.81,0.341,33.74,2.98,0.23,5.4,0.355,1.15
S01267,premium,180.49,1.398,1036.92,20.44,0.194,895.7,0.155,0.92
S01268,sesong,872.33,0.884,43.23,8.99,0.269,78.7,0.32,7.09
S01269,daglig,2955.42,0.219,56.78,3.56,0.217,13.9,0.681,2.61
S01270,kampanje,4495.71,1.034,92.67,6.65,0.271,173.6,0.342,10.2
S01271,frossen,1987.36,0.46,148.95,18.05,0.322,285.0,0.504,2.17
S01272,ferskvare,4868.07,0.49,39.72,1.16,0.152,5.3,0.349,4.62
S01273,kampanje,2554.4,0.709,100.53,6.14,0.381,136.0,0.322,17.59
S01274,premium,131.28,0.998,872.82,13.92,0.367,1326.9,0.182,1.89
S01275,daglig,8393.55,0.298,29.55,5.05,0.16,11.8,0.618,3.61
S01276,ikke-mat,520.77,0.662,328.0,29.33,0.309,579.7,0.427,1.05
S01277,frossen,4080.08,0.293,116.84,14.04,0.356,137.6,0.543,5.07
S01278,reservedel,142.51,2.421,796.91,41.26,0.54,1825.7,0.018,0.58
S01279,daglig,7834.31,0.289,44.18,5.85,0.16,24.5,0.409,2.62
S01280,sesong,2260.16,0.606,82.39,12.63,0.199,80.2,0.371,3.17
S01281,premium,453.78,1.281,1153.54,14.83,0.346,1372.6,0.389,1.28
S01282,premium,20.98,1.383,201.66,12.49,0.346,1098.0,0.211,0.89
S01283,frossen,1209.12,0.568,182.84,14.56,0.252,445.0,0.49,4.02
S01284,sesong,1392.88,0.512,132.07,14.88,0.225,340.2,0.364,9.5
S01285,reservedel,26.89,2.493,3074.55,67.65,0.528,2074.9,0.063,0.77
S01286,ferskvare,5984.23,0.377,71.75,2.85,0.246,6.7,0.522,3.46
S01287,kampanje,5693.19,0.672,116.32,10.89,0.307,49.8,0.505,19.33
S01288,reservedel,136.39,1.588,1799.44,63.17,0.565,1892.3,0.182,0.56
S01289,ikke-mat,934.14,1.238,281.3,13.45,0.245,585.5,0.156,2.85
S01290,ferskvare,2069.66,0.291,89.92,1.52,0.234,4.7,0.586,3.8
S01291,frossen,1090.6,0.531,92.7,23.04,0.309,499.1,0.521,2.16
S01292,sesong,1854.45,0.934,126.48,6.92,0.311,257.5,0.236,9.19
S01293,frossen,6082.73,0.468,82.61,27.48,0.314,322.5,0.361,2.55
S01294,frossen,2976.8,0.372,189.21,27.27,0.354,199.1,0.486,2.08
S01295,reservedel,95.32,2.492,1258.61,25.79,0.598,2274.9,0.259,1.82
S01296,premium,125.86,1.001,1084.62,18.26,0.439,600.3,0.322,0.86
S01297,reservedel,31.15,2.407,1479.99,32.19,0.301,1110.9,0.109,1.74
S01298,frossen,1978.62,0.327,156.96,11.53,0.251,511.2,0.233,3.66
S01299,kampanje,945.45,0.733,42.18,7.45,0.38,94.7,0.467,12.64
S01300,frossen,8000.37,0.247,178.86,13.87,0.391,231.9,0.233,4.08
S01301,daglig,4886.56,0.347,44.32,2.77,0.242,14.2,0.799,6.39
S01302,sesong,1293.91,0.884,106.61,13.84,0.197,266.8,0.25,3.3
S01303,reservedel,71.18,2.043,568.97,35.95,0.544,996.6,0.2,1.23
S01304,premium,45.35,0.69,1479.66,11.1,0.279,643.1,0.216,1.56
S01305,ikke-mat,618.27,1.382,249.28,9.15,0.277,1011.7,0.368,3.6
S01306,daglig,3375.18,0.353,13.86,5.82,0.163,15.1,0.489,2.51
S01307,reservedel,10.55,1.381,647.2,68.49,0.512,3444.6,0.259,1.81
S01308,premium,57.87,0.688,723.01,8.26,0.365,212.9,0.143,2.05
S01309,frossen,1681.28,0.244,148.96,9.93,0.229,193.6,0.5,2.8
S01310,daglig,3536.88,0.422,53.82,2.74,0.153,11.3,0.688,3.5
S01311,premium,76.74,1.147,214.3,18.91,0.368,1188.5,0.122,2.13
S01312,reservedel,83.49,2.526,1891.07,40.48,0.37,2774.8,0.276,1.2
S01313,sesong,1436.42,0.76,142.4,6.06,0.23,346.7,0.301,4.54
S01314,sesong,4757.87,0.654,45.25,15.57,0.268,257.6,0.344,3.12
S01315,kampanje,3529.15,0.614,93.55,5.2,0.334,56.8,0.347,9.95
S01316,sesong,1861.3,0.773,135.55,7.06,0.273,296.0,0.225,3.56
S01317,kampanje,8073.44,1.127,57.67,9.23,0.354,85.7,0.56,8.92
S01318,sesong,5644.49,0.498,62.28,9.69,0.294,265.6,0.399,3.43
S01319,kampanje,5284.98,1.087,94.03,9.92,0.288,143.6,0.596,9.65
S01320,reservedel,88.56,1.034,1641.7,48.7,0.529,2076.9,0.071,0.98
S01321,frossen,2849.33,0.385,163.78,12.04,0.24,303.4,0.22,2.92
S01322,kampanje,8367.52,0.867,46.94,9.61,0.376,111.6,0.415,8.74
S01323,kampanje,1260.31,0.994,24.97,5.86,0.264,78.0,0.683,10.45
S01324,sesong,1206.85,0.627,47.48,7.03,0.231,153.4,0.137,7.23
S01325,ferskvare,2353.79,0.552,36.35,2.92,0.24,3.6,0.391,5.17
S01326,frossen,1470.25,0.265,126.02,17.28,0.37,418.2,0.55,4.94
S01327,kampanje,2445.12,1.192,115.92,12.49,0.355,116.6,0.404,18.51
S01328,ikke-mat,401.65,0.873,211.49,19.65,0.346,621.7,0.142,0.89
S01329,sesong,1981.14,0.796,62.2,10.62,0.217,216.1,0.444,4.05
S01330,kampanje,1276.84,1.0,24.42,12.3,0.392,121.1,0.683,12.96
S01331,reservedel,243.89,0.96,842.85,38.69,0.403,1357.5,0.184,0.36
S01332,ferskvare,5289.37,0.318,67.25,2.03,0.21,1.3,0.47,5.83
